Schluesse;Straftat;Gemeindeschluessel;Stadt_Landkreis;Kreisart;erfasste_Faelle;HZ_nach_Zensus;Versuche_Anzahl;Versuche_Anteil_in_Prozent;mit_Schusswaffe_gedroht;mit_Schusswaffe_geschossen;aufgeklaerte_Faelle;Aufklaerungsquote;Tatverdaechtige_insgesamt;Tatverdaechtige_maennlich;Tatverdaechtige_weiblich;Nichtdeutsche_Tatverdaechtige_Anzahl;Nichtdeutsche_Tatverdaechtige_Anteil_in_Prozent
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;6435;Main-Kinzig-Kreis;LK;986;242;115;11.7;0;0;76;7.7;64;56;8;24;37.5
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;6436;Main-Taunus-Kreis;LK;1061;461;108;10.2;0;0;196;18.5;66;61;5;32;48.5
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;6437;Odenwaldkreis;LK;102;106;13;12.7;0;0;14;13.7;9;9;0;1;11.1
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;6438;Offenbach;LK;1351;395;161;11.9;0;0;472;34.9;113;99;14;62;54.9
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;6439;Rheingau-Taunus-Kreis;LK;351;193;42;12.0;0;0;26;7.4;28;27;1;11;39.3
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;6440;Wetteraukreis;LK;781;263;91;11.7;0;0;102;13.1;73;67;6;25;34.2
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;6531;Gießen;LK;964;371;155;16.1;0;0;159;16.5;80;76;4;44;55.0
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;6532;Lahn-Dill-Kreis;LK;561;223;71;12.7;0;0;150;26.7;44;38;6;16;36.4
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;6533;Limburg-Weilburg;LK;528;310;38;7.2;0;0;81;15.3;59;55;4;22;37.3
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;6534;Marburg-Biedenkopf;LK;399;165;41;10.3;0;0;57;14.3;38;36;2;12;31.6
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;6535;Vogelsbergkreis;LK;156;147;14;9.0;0;0;14;9.0;17;17;0;5;29.4
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;6611;Kassel;KfS;1365;701;155;11.4;0;0;155;11.4;85;79;6;27;31.8
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;6631;Fulda;LK;437;201;62;14.2;0;0;61;14.0;35;34;1;12;34.3
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;6632;Hersfeld-Rotenburg;LK;271;227;45;16.6;0;0;28;10.3;14;13;1;4;28.6
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;6633;Kassel;LK;460;197;70;15.2;0;0;55;12.0;53;52;1;22;41.5
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;6634;Schwalm-Eder-Kreis;LK;334;186;32;9.6;0;0;60;18.0;35;31;4;8;22.9
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;6635;Waldeck-Frankenberg;LK;323;206;37;11.5;0;0;73;22.6;28;24;4;7;25.0
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;6636;Werra-Meißner-Kreis;LK;234;234;24;10.3;0;0;80;34.2;32;29;3;14;43.8
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;7111;Koblenz;KfS;439;394;39;8.9;0;0;22;5.0;21;21;0;4;19.0
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;7131;Ahrweiler;LK;541;427;78;14.4;0;0;43;7.9;42;40;2;21;50.0
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;7132;Altenkirchen (Westerwald);LK;215;168;17;7.9;0;0;23;10.7;20;19;1;2;10.0
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;7133;Bad Kreuznach;LK;490;314;54;11.0;0;0;107;21.8;45;43;2;12;26.7
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;7134;Birkenfeld;LK;148;184;15;10.1;0;0;12;8.1;13;11;2;3;23.1
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;7135;Cochem-Zell;LK;107;172;7;6.5;0;0;27;25.2;11;10;1;2;18.2
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;7137;Mayen-Koblenz;LK;476;226;37;7.8;0;0;40;8.4;33;33;0;7;21.2
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;7138;Neuwied;LK;567;316;93;16.4;0;0;73;12.9;52;48;4;21;40.4
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;7140;Rhein-Hunsrück-Kreis;LK;254;249;36;14.2;0;0;33;13.0;19;18;1;5;26.3
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;7141;Rhein-Lahn-Kreis;LK;176;145;14;8.0;0;0;18;10.2;22;21;1;1;4.5
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;7143;Westerwaldkreis;LK;565;284;76;13.5;0;0;51;9.0;45;42;3;11;24.4
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;7211;Trier;KfS;312;288;17;5.4;0;0;17;5.4;22;22;0;17;77.3
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;7231;Bernkastel-Wittlich;LK;224;202;22;9.8;0;0;30;13.4;31;28;3;6;19.4
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;7232;Eifelkreis Bitburg-Prüm;LK;216;224;15;6.9;0;0;11;5.1;13;12;1;5;38.5
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;7233;Vulkaneifel;LK;100;165;9;9.0;0;0;5;5.0;8;8;0;1;12.5
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;7235;Trier-Saarburg;LK;194;134;12;6.2;0;0;21;10.8;12;12;0;0;0.0
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;7311;Frankenthal (Pfalz);KfS;205;430;35;17.1;0;0;18;8.8;13;13;0;4;30.8
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;7312;Kaiserslautern;KfS;877;901;67;7.6;0;0;112;12.8;61;56;5;13;21.3
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;7313;Landau in der Pfalz;KfS;241;542;41;17.0;0;0;45;18.7;16;14;2;3;18.8
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;7314;Ludwigshafen am Rhein;KfS;939;573;57;6.1;0;0;59;6.3;46;42;4;25;54.3
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;7315;Mainz;KfS;603;291;82;13.6;0;0;40;6.6;36;34;2;12;33.3
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;7316;Neustadt an der Weinstraße;KfS;270;514;17;6.3;0;0;44;16.3;20;19;1;7;35.0
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;7317;Pirmasens;KfS;206;514;16;7.8;0;0;20;9.7;28;22;6;9;32.1
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;7318;Speyer;KfS;260;522;14;5.4;0;0;13;5.0;11;9;2;5;45.5
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;7319;Worms;KfS;468;578;40;8.5;0;0;22;4.7;13;13;0;4;30.8
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;7320;Zweibrücken;KfS;119;350;15;12.6;0;0;2;1.7;3;3;0;0;0.0
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;7331;Alzey-Worms;LK;253;201;32;12.6;0;0;27;10.7;25;24;1;10;40.0
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;7332;Bad Dürkheim;LK;370;281;45;12.2;0;0;41;11.1;24;23;1;4;16.7
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;7333;Donnersbergkreis;LK;208;277;17;8.2;0;0;30;14.4;20;17;3;8;40.0
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;7334;Germersheim;LK;321;254;46;14.3;0;0;39;12.1;32;27;5;15;46.9
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;7335;Kaiserslautern;LK;388;372;44;11.3;0;0;28;7.2;22;20;2;6;27.3
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;7336;Kusel;LK;213;300;18;8.5;0;0;22;10.3;17;16;1;2;11.8
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;7337;Südliche Weinstraße;LK;243;221;22;9.1;0;0;29;11.9;17;16;1;3;17.6
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;7338;Rhein-Pfalz-Kreis;LK;416;277;35;8.4;0;0;70;16.8;30;29;1;9;30.0
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;7339;Mainz-Bingen;LK;408;199;41;10.0;0;0;37;9.1;29;27;2;8;27.6
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;7340;Südwestpfalz;LK;160;166;16;10.0;0;0;13;8.1;12;12;0;5;41.7
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;8111;Stuttgart;SK;1775;290;208;11.7;0;0;163;9.2;149;141;8;82;55.0
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;8115;Böblingen;LK;709;189;80;11.3;0;0;110;15.5;51;48;3;29;56.9
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;8116;Esslingen;LK;874;169;128;14.6;0;0;95;10.9;78;74;4;38;48.7
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;8117;Göppingen;LK;339;136;18;5.3;0;0;46;13.6;33;31;2;13;39.4
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;8118;Ludwigsburg;LK;1074;204;122;11.4;0;0;173;16.1;95;85;10;48;50.5
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;8119;Rems-Murr-Kreis;LK;886;214;153;17.3;0;0;118;13.3;87;81;6;54;62.1
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;8121;Heilbronn;SK;304;254;18;5.9;0;0;21;6.9;27;25;2;16;59.3
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;8125;Heilbronn;LK;611;186;78;12.8;0;0;147;24.1;52;46;6;23;44.2
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;8126;Hohenlohekreis;LK;222;204;32;14.4;0;0;12;5.4;15;14;1;9;60.0
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;8127;Schwäbisch Hall;LK;492;260;33;6.7;0;0;75;15.2;45;41;4;19;42.2
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;8128;Main-Tauber-Kreis;LK;186;143;13;7.0;0;0;14;7.5;13;13;0;4;30.8
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;8135;Heidenheim;LK;168;130;12;7.1;0;0;17;10.1;12;12;0;3;25.0
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;8136;Ostalbkreis;LK;486;158;56;11.5;0;0;70;14.4;61;59;2;31;50.8
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;8211;Baden-Baden;SK;248;465;63;25.4;0;0;10;4.0;9;7;2;3;33.3
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;8212;Karlsruhe;SK;2011;670;259;12.9;0;0;162;8.1;127;121;6;103;81.1
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;8215;Karlsruhe;LK;1175;272;127;10.8;0;0;50;4.3;52;49;3;26;50.0
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;8216;Rastatt;LK;656;292;62;9.5;0;0;62;9.5;46;45;1;28;60.9
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;8221;Heidelberg;SK;431;279;51;11.8;0;0;31;7.2;32;31;1;19;59.4
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;8222;Mannheim;SK;2137;713;276;12.9;0;0;143;6.7;92;86;6;53;57.6
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;8225;Neckar-Odenwald-Kreis;LK;174;123;12;6.9;0;0;34;19.5;28;25;3;17;60.7
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;8226;Rhein-Neckar-Kreis;LK;1300;243;135;10.4;0;0;71;5.5;77;73;4;28;36.4
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;8231;Pforzheim;SK;416;349;51;12.3;0;0;35;8.4;35;33;2;21;60.0
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;8235;Calw;LK;223;146;43;19.3;0;0;58;26.0;19;18;1;7;36.8
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;8236;Enzkreis;LK;369;190;54;14.6;0;0;42;11.4;27;25;2;15;55.6
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;8237;Freudenstadt;LK;214;186;18;8.4;0;0;42;19.6;29;29;0;17;58.6
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;8311;Freiburg im Breisgau;SK;906;408;115;12.7;0;0;57;6.3;53;51;2;28;52.8
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;8315;Breisgau-Hochschwarzwald;LK;660;261;94;14.2;0;0;41;6.2;42;40;2;15;35.7
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;8316;Emmendingen;LK;301;188;26;8.6;0;0;33;11.0;27;25;2;12;44.4
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;8317;Ortenaukreis;LK;1696;408;182;10.7;0;0;125;7.4;89;85;4;33;37.1
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;8325;Rottweil;LK;237;174;25;10.5;0;0;67;28.3;24;23;1;8;33.3
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;8326;Schwarzwald-Baar-Kreis;LK;429;208;42;9.8;0;0;54;12.6;32;30;2;9;28.1
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;8327;Tuttlingen;LK;207;154;19;9.2;0;0;65;31.4;31;28;3;6;19.4
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;8335;Konstanz;LK;494;179;33;6.7;0;0;72;14.6;37;37;0;9;24.3
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;8336;Lörrach;LK;684;306;57;8.3;0;0;83;12.1;50;44;6;27;54.0
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;8337;Waldshut;LK;354;214;39;11.0;0;0;28;7.9;28;27;1;10;35.7
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;8415;Reutlingen;LK;383;138;40;10.4;0;0;20;5.2;21;20;1;7;33.3
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;8416;Tübingen;LK;314;144;36;11.5;0;0;25;8.0;20;20;0;6;30.0
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;8417;Zollernalbkreis;LK;271;145;11;4.1;0;0;56;20.7;33;31;2;13;39.4
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;8421;Ulm;SK;447;370;48;10.7;0;0;100;22.4;28;27;1;13;46.4
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;8425;Alb-Donau-Kreis;LK;297;157;20;6.7;0;0;48;16.2;19;18;1;5;26.3
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;8426;Biberach;LK;234;123;29;12.4;0;0;20;8.5;21;21;0;9;42.9
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;8435;Bodenseekreis;LK;397;190;32;8.1;0;0;59;14.9;43;40;3;15;34.9
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;8436;Ravensburg;LK;505;183;68;13.5;0;0;62;12.3;47;39;8;18;38.3
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;8437;Sigmaringen;LK;168;132;6;3.6;0;0;11;6.5;11;10;1;2;18.2
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;9161;Ingolstadt;KfS;222;169;18;8.1;0;0;18;8.1;16;16;0;12;75.0
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;9162;München;KfS;2333;163;280;12.0;0;0;317;13.6;213;202;11;117;54.9
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;9163;Rosenheim;KfS;114;187;19;16.7;0;0;17;14.9;12;11;1;8;66.7
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;9171;Altötting;LK;136;127;15;11.0;0;0;40;29.4;17;16;1;3;17.6
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;9172;Berchtesgadener Land;LK;79;77;10;12.7;0;0;7;8.9;6;6;0;3;50.0
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;9173;Bad Tölz-Wolfratshausen;LK;80;65;11;13.8;0;0;8;10.0;6;6;0;3;50.0
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;9174;Dachau;LK;261;178;19;7.3;0;0;18;6.9;21;19;2;8;38.1
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;9175;Ebersberg;LK;126;93;13;10.3;0;0;2;1.6;3;3;0;0;0.0
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;9176;Eichstätt;LK;85;67;9;10.6;0;0;21;24.7;7;7;0;4;57.1
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;9177;Erding;LK;130;99;12;9.2;0;0;6;4.6;6;6;0;3;50.0
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;9178;Freising;LK;182;107;14;7.7;0;0;19;10.4;20;20;0;9;45.0
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;9179;Fürstenfeldbruck;LK;208;99;29;13.9;0;0;53;25.5;21;19;2;8;38.1
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;9180;Garmisch-Partenkirchen;LK;80;93;8;10.0;0;0;10;12.5;8;8;0;3;37.5
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;9181;Landsberg am Lech;LK;116;100;9;7.8;0;0;19;16.4;15;15;0;8;53.3
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;9182;Miesbach;LK;96;99;14;14.6;0;0;13;13.5;10;10;0;7;70.0
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;9183;Mühldorf a.Inn;LK;111;101;6;5.4;0;0;16;14.4;15;14;1;6;40.0
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;9184;München;LK;387;116;39;10.1;0;0;45;11.6;45;43;2;30;66.7
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;9185;Neuburg-Schrobenhausen;LK;84;90;7;8.3;0;0;16;19.0;17;17;0;4;23.5
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;9186;Pfaffenhofen a.d.Ilm;LK;141;116;11;7.8;0;0;11;7.8;10;8;2;2;20.0
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;9187;Rosenheim;LK;236;94;16;6.8;0;0;25;10.6;16;16;0;9;56.3
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;9188;Starnberg;LK;116;88;6;5.2;0;0;9;7.8;10;9;1;5;50.0
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;9189;Traunstein;LK;130;76;5;3.8;0;0;30;23.1;15;15;0;5;33.3
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;9190;Weilheim-Schongau;LK;82;63;1;1.2;0;0;12;14.6;14;14;0;0;0.0
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;9261;Landshut;KfS;187;277;25;13.4;0;0;13;7.0;12;12;0;5;41.7
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;9262;Passau;KfS;129;258;7;5.4;0;0;10;7.8;11;11;0;8;72.7
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;9263;Straubing;KfS;148;322;6;4.1;0;0;34;23.0;12;12;0;5;41.7
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;9271;Deggendorf;LK;235;203;22;9.4;0;0;22;9.4;16;16;0;8;50.0
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;9272;Freyung-Grafenau;LK;30;38;2;6.7;0;0;7;23.3;8;7;1;1;12.5
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;9273;Kelheim;LK;142;122;23;16.2;0;0;15;10.6;18;17;1;10;55.6
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;9274;Landshut;LK;145;96;8;5.5;0;0;11;7.6;10;10;0;2;20.0
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;9275;Passau;LK;190;102;19;10.0;0;0;30;15.8;25;23;2;11;44.0
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;9276;Regen;LK;51;67;5;9.8;0;0;4;7.8;5;3;2;0;0.0
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;9277;Rottal-Inn;LK;163;138;17;10.4;0;0;25;15.3;14;13;1;4;28.6
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;9278;Straubing-Bogen;LK;69;70;5;7.2;0;0;12;17.4;9;8;1;3;33.3
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;9279;Dingolfing-Landau;LK;137;147;11;8.0;0;0;20;14.6;15;14;1;5;33.3
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;9361;Amberg;KfS;88;212;6;6.8;0;0;22;25.0;10;10;0;7;70.0
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;9362;Regensburg;KfS;540;380;46;8.5;0;0;61;11.3;39;36;3;17;43.6
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;9363;Weiden i.d.OPf.;KfS;112;268;10;8.9;0;0;12;10.7;10;9;1;7;70.0
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;9371;Amberg-Sulzbach;LK;96;93;9;9.4;0;0;8;8.3;9;9;0;3;33.3
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;9372;Cham;LK;130;103;14;10.8;0;0;24;18.5;11;11;0;4;36.4
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;9373;Neumarkt i.d.OPf.;LK;160;124;11;6.9;0;0;16;10.0;19;18;1;8;42.1
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;9374;Neustadt a.d.Waldnaab;LK;87;91;10;11.5;0;0;24;27.6;17;17;0;10;58.8
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;9375;Regensburg;LK;189;101;14;7.4;0;0;47;24.9;35;30;5;17;48.6
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;9376;Schwandorf;LK;140;97;13;9.3;0;0;33;23.6;28;26;2;6;21.4
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;9377;Tirschenreuth;LK;56;76;1;1.8;0;0;11;19.6;8;6;2;1;12.5
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;9461;Bamberg;KfS;113;157;3;2.7;0;0;22;19.5;17;16;1;8;47.1
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;9462;Bayreuth;KfS;93;130;8;8.6;0;0;12;12.9;16;16;0;7;43.8
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;9463;Coburg;KfS;61;149;4;6.6;0;0;5;8.2;6;6;0;2;33.3
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;9464;Hof;KfS;82;185;12;14.6;0;0;14;17.1;10;10;0;9;90.0
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;9471;Bamberg;LK;86;59;8;9.3;0;0;11;12.8;7;6;1;3;42.9
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;9472;Bayreuth;LK;82;78;7;8.5;0;0;7;8.5;8;8;0;2;25.0
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;9473;Coburg;LK;53;61;6;11.3;0;0;16;30.2;11;11;0;2;18.2
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;9474;Forchheim;LK;59;52;3;5.1;0;0;10;16.9;12;12;0;3;25.0
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;9475;Hof;LK;104;108;9;8.7;0;0;19;18.3;23;22;1;12;52.2
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;9476;Kronach;LK;46;68;9;19.6;0;0;8;17.4;6;5;1;2;33.3
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;9477;Kulmbach;LK;65;90;5;7.7;0;0;5;7.7;6;6;0;1;16.7
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;9478;Lichtenfels;LK;93;140;16;17.2;0;0;34;36.6;15;14;1;5;33.3
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;9479;Wunsiedel i.Fichtelgebirge;LK;107;146;18;16.8;0;0;41;38.3;16;15;1;8;50.0
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;9561;Ansbach;KfS;87;217;17;19.5;0;0;23;26.4;10;10;0;5;50.0
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;9562;Erlangen;KfS;139;131;14;10.1;0;0;7;5.0;13;12;1;11;84.6
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;9563;Fürth;KfS;204;168;12;5.9;0;0;24;11.8;22;22;0;15;68.2
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;9564;Nürnberg;KfS;1354;270;151;11.2;0;0;134;9.9;115;104;11;54;47.0
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;9565;Schwabach;KfS;48;120;4;8.3;0;0;4;8.3;7;7;0;7;100.0
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;9571;Ansbach;LK;263;147;28;10.6;0;0;49;18.6;29;26;3;13;44.8
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;9572;Erlangen-Höchstadt;LK;132;99;17;12.9;0;0;34;25.8;24;22;2;14;58.3
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;9573;Fürth;LK;91;80;10;11.0;0;0;8;8.8;10;10;0;7;70.0
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;9574;Nürnberger Land;LK;186;112;29;15.6;0;0;20;10.8;23;20;3;9;39.1
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;9575;Neustadt a.d.Aisch-Bad Windsheim;LK;81;83;6;7.4;0;0;18;22.2;12;11;1;4;33.3
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;9576;Roth;LK;186;150;16;8.6;0;0;9;4.8;15;13;2;12;80.0
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;9577;Weißenburg-Gunzenhausen;LK;78;84;4;5.1;0;0;24;30.8;23;23;0;9;39.1
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;9661;Aschaffenburg;KfS;126;185;13;10.3;0;0;18;14.3;18;16;2;6;33.3
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;9662;Schweinfurt;KfS;141;273;14;9.9;0;0;70;49.6;8;8;0;1;12.5
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;9663;Würzburg;KfS;271;218;24;8.9;0;0;37;13.7;25;25;0;12;48.0
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;9671;Aschaffenburg;LK;175;101;15;8.6;0;0;44;25.1;41;37;4;21;51.2
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;9672;Bad Kissingen;LK;81;79;2;2.5;0;0;17;21.0;8;8;0;1;12.5
